m/z	SN	QualityFactor	Resolution	intensity	area
1011.601	17.104	17131.4	6419.7	2101.3	651.7
1032.521	3.203	355.5	4670.1	389.9	168.6
1045.526	68.163	33808.4	6941.5	8374.9	2533.7
1062.473	4.543	332.5	4030.0	549.6	288.2
1067.522	6.229	1215.0	6630.0	755.0	245.7
1078.471	3.518	180.4	4511.9	426.5	205.6
1101.477	5.026	344.1	3377.2	605.6	402.4
1103.488	3.132	109.8	5018.1	378.4	170.3
1106.592	3.117	199.2	3204.9	376.5	264.8
1116.984	2.257	42.0	3140.8	272.0	197.1
1140.515	2.043	101.1	4151.5	246.0	138.9
1171.516	2.618	140.6	790.1	274.4	878.7
1183.637	2.325	104.4	7843.1	281.4	94.8
1190.110	2.116	123.0	793.7	219.9	736.6
1198.677	4.278	439.2	5621.5	518.3	240.4
1245.686	3.336	133.1	3772.1	399.2	289.8
1274.696	3.872	685.6	10386.3	464.4	130.3
1296.679	62.188	47677.9	8347.8	7397.7	2675.5
1314.673	6.666	2769.6	7181.1	788.4	336.7
1318.655	3.110	380.2	10774.1	368.8	109.7
1325.705	2.132	139.4	4765.8	251.1	159.9
1335.707	2.545	121.1	7881.0	303.4	122.8
1338.815	10.967	5421.6	8395.5	1298.3	496.2
1352.627	6.035	763.1	5916.1	706.7	383.2
1354.632	4.050	238.9	6472.2	474.2	235.3
1377.700	2.293	104.2	4151.0	266.8	209.4
1432.656	3.780	545.0	7332.3	434.5	211.4
1441.768	3.896	869.4	7439.4	442.6	215.5
1449.772	2.332	139.2	4986.5	263.5	188.4
1454.758	5.814	668.7	8819.8	658.4	269.4
1457.751	3.414	260.3	8481.5	387.1	167.0
1464.722	4.452	59.8	2720.0	499.8	708.3
1467.306	6.863	1643.0	7350.9	769.9	388.3
1483.741	3.194	301.3	9269.0	358.1	153.1
1487.553	5.660	1005.7	3121.7	628.9	782.4
1490.785	2.384	78.4	5278.6	263.5	189.2
1496.751	2.101	119.3	4874.2	231.9	182.2
1501.749	124.692	51927.0	9170.6	13705.8	5862.5
1510.727	2.158	240.7	5817.1	236.4	158.0
1513.749	3.909	264.0	7470.7	427.7	229.3
1517.745	17.891	13083.6	8770.9	1967.5	892.4
1523.740	6.271	994.1	6421.6	682.5	422.8
1529.738	34.097	24148.2	9154.3	3710.5	1640.3
1539.721	3.712	206.2	7563.7	401.1	218.2
1557.674	9.376	2645.2	7953.1	1007.6	522.7
1559.682	4.753	252.7	12246.3	518.9	179.4
1570.690	26.759	11295.6	9153.8	2905.2	1343.2
1572.682	38.015	40303.0	9819.6	4064.2	1768.5
1613.614	3.453	234.9	5274.9	361.5	303.6
1637.778	16.803	24389.7	10432.7	1769.9	787.5
1665.998	3.451	220.1	7183.5	357.2	233.6
1684.947	3.866	593.7	8347.7	394.3	228.0
1707.905	3.647	1185.4	11045.4	368.2	165.4
1822.888	4.278	1186.8	9042.8	409.7	258.2
1833.896	4.272	458.8	9278.2	409.5	253.5
1886.876	2.023	192.2	6367.0	184.3	173.1
1951.004	12.460	21470.8	11299.3	1075.9	603.3
1963.855	4.905	779.7	8790.5	411.3	295.3
2033.072	11.444	8198.8	8746.9	874.0	659.3
2043.002	4.697	1558.5	9725.0	354.8	241.0
2132.017	3.934	407.3	3456.8	262.3	533.1
2133.874	2.876	161.5	8678.9	195.2	155.5
2147.193	63.284	49465.4	11567.6	4229.3	2600.5
2163.174	2.729	379.9	10931.3	181.9	118.8
2169.169	3.084	594.2	10720.3	201.7	133.6
2196.722	2.000	138.5	3339.9	116.5	272.3
2203.117	11.452	6870.7	10574.7	722.2	501.5
2206.115	3.932	82.8	9286.7	247.5	192.4
2211.100	73.110	41087.6	11159.3	4544.7	3001.5
2225.109	17.822	20396.8	11635.3	1106.9	706.7
2233.083	16.684	14281.8	11229.2	1024.7	684.7
2248.067	5.448	406.7	9668.7	327.4	252.6
2259.057	4.694	411.2	8684.9	279.0	241.3
2262.038	2.936	73.4	10728.9	173.9	120.6
2267.026	14.492	5738.3	9531.2	852.5	678.2
2270.009	4.951	653.4	12294.0	292.5	179.4
2280.031	2.352	34.2	9799.1	136.9	104.8
2283.180	26.917	51195.4	12627.3	1566.9	971.3
2299.172	8.412	3227.4	10546.5	487.2	355.6
2305.099	3.241	305.4	4475.7	185.4	316.0
2323.964	2.964	196.3	7369.3	166.5	175.8
2759.324	2.664	172.8	5905.2	97.1	164.1
2779.424	4.153	279.0	8120.7	148.5	183.7
2779.947	5.131	1147.6	14894.6	183.5	130.9
2896.223	3.742	288.8	3539.2	114.1	353.9
2918.259	6.978	1043.0	6326.8	217.1	390.8
2932.591	77.631	33733.7	12021.2	2435.8	2270.2
2944.462	2.410	45.3	6358.4	74.0	129.3
2948.589	8.903	1255.9	9055.0	272.5	337.8
2954.568	5.769	1153.1	12371.3	176.2	160.9
2970.565	3.324	190.4	14413.3	100.9	81.0
2986.499	2.466	46.2	11252.1	73.5	73.5
2989.519	8.521	2331.2	12425.5	253.8	233.6
3044.483	3.037	80.2	8290.4	85.7	122.3
3323.796	7.607	1509.7	11324.5	169.8	207.3
3337.809	9.167	1592.8	10525.2	203.4	270.8


