m/z	SN	QualityFactor	Resolution	intensity	area
1011.593	13.897	15071.6	7147.7	1501.6	419.0
1028.502	2.233	291.5	5132.0	238.4	94.0
1030.495	2.137	89.6	5897.2	228.2	77.7
1045.523	87.007	41518.1	7471.3	9170.7	2578.4
1067.517	6.377	4258.2	8547.5	663.3	170.5
1075.514	2.762	161.1	8524.2	286.9	73.5
1077.998	2.165	90.2	6270.8	226.3	82.3
1078.484	2.308	96.4	4879.0	240.6	105.9
1101.464	4.352	361.9	3746.4	447.6	267.9
1103.488	2.072	84.5	4148.8	213.1	114.8
1104.006	2.896	248.2	5520.6	299.1	127.0
1114.009	2.258	91.5	8639.4	232.3	63.8
1163.625	2.843	310.5	8014.0	286.2	87.0
1234.613	2.452	156.3	3576.3	240.6	181.8
1260.604	2.021	92.5	6662.9	196.0	82.0
1296.679	21.406	28678.6	9543.3	2057.5	664.5
1314.666	6.570	4499.0	7681.9	630.5	254.0
1338.821	4.575	505.6	6280.1	433.3	215.9
1352.627	2.214	78.7	7305.8	210.0	92.9
1410.729	2.296	166.8	9052.2	210.1	83.0
1529.746	3.507	331.6	5587.6	296.4	212.2
1554.738	2.232	239.9	5888.5	184.5	128.7
1570.689	25.735	37342.6	9633.0	2115.6	940.5
1905.987	4.930	1259.5	7998.7	315.0	238.4
2132.918	2.515	329.7	4554.3	123.6	188.6
2147.195	18.289	20637.5	10767.3	885.8	580.5
2203.101	3.036	180.8	9712.7	138.6	102.8
2211.099	38.906	20026.4	11372.7	1760.5	1135.8
2225.109	7.293	2764.9	9459.6	326.3	252.9
2233.076	16.872	23224.8	12126.8	749.7	460.7
2248.063	3.613	204.1	7344.3	157.5	158.7
2268.014	5.015	402.6	6341.9	215.7	254.7
2271.019	2.341	133.1	21755.1	100.2	35.5
2283.171	17.555	13783.1	10331.3	746.4	554.4
2289.011	2.816	189.2	8965.1	118.8	100.9
2299.174	5.046	933.4	9107.0	210.0	177.5
2305.119	5.098	406.7	5857.1	210.7	274.8
2779.469	3.487	163.7	4229.8	88.5	211.9
2932.591	5.266	685.6	9712.9	119.4	136.8
3323.781	4.582	211.9	8664.0	76.8	122.7
3337.798	7.104	2541.0	11591.4	118.7	143.6


