m/z	SN	QualityFactor	Resolution	intensity	area
1011.581	6.132	2122.4	5911.8	1171.2	392.3
1028.484	4.315	801.1	4759.6	821.6	345.9
1045.517	20.119	23143.7	7071.4	3871.1	1149.8
1071.623	18.889	3065.3	2324.4	3604.2	3372.9
1105.526	2.730	380.0	7543.2	519.3	158.2
1143.607	3.357	1111.4	6022.1	644.1	257.7
1179.576	2.181	305.6	8788.8	421.3	125.5
1185.619	3.037	146.3	7707.8	581.0	195.8
1198.681	8.884	4431.4	9160.0	1696.0	502.3
1203.604	2.422	227.7	9257.8	459.7	130.4
1220.614	2.184	69.1	8735.5	414.9	129.4
1224.628	3.414	134.6	4993.7	643.5	361.5
1225.133	7.951	2225.3	6696.7	1503.1	601.3
1228.630	2.110	71.8	8752.5	398.3	122.0
1234.631	2.567	152.5	8825.0	483.4	153.3
1251.640	2.077	99.9	8324.2	392.5	132.4
1267.653	3.438	228.0	7402.6	645.8	248.8
1269.673	3.734	167.2	7110.4	700.5	280.2
1274.683	3.107	684.0	9095.6	580.2	188.1
1288.618	2.544	287.2	5289.6	475.6	261.6
1292.663	2.729	246.6	10826.6	520.9	146.3
1296.678	30.042	43069.2	8847.2	5577.1	1915.8
1303.624	2.390	161.4	7663.5	442.7	173.0
1314.667	3.853	726.5	9009.6	712.4	249.0
1318.663	3.350	82.8	10951.8	625.2	175.5
1325.685	2.132	140.4	4021.8	393.1	296.1
1334.666	4.230	572.7	9524.4	779.4	264.9
1341.691	3.367	297.1	6996.8	620.8	278.7
1353.676	2.073	97.6	4772.1	379.3	256.9
1365.662	2.181	98.7	4736.6	397.6	271.2
1377.648	4.418	1198.8	6790.5	803.5	393.5
1390.738	2.715	202.9	6287.4	491.3	260.1
1399.686	2.680	246.7	4708.5	482.9	345.9
1406.711	4.947	2257.8	10953.7	901.7	294.8
1410.719	2.370	151.3	7042.1	426.5	206.9
1414.712	2.126	181.4	5352.7	381.9	245.4
1428.717	14.943	45558.8	9453.3	2668.6	1013.4
1435.712	2.282	117.6	8663.3	406.2	173.7
1459.705	4.214	637.5	8257.7	751.1	330.0
1486.757	2.328	136.1	11852.6	406.5	135.2
1494.752	10.471	5863.9	9078.4	1820.9	787.1
1510.732	3.489	250.1	7175.1	602.7	328.4
1523.781	2.524	324.9	11567.0	436.8	155.9
1529.745	8.326	14696.6	9551.4	1433.6	609.8
1552.708	2.680	168.6	6141.7	456.9	303.2
1554.753	2.941	245.6	5902.8	499.5	348.8
1570.691	18.057	10851.7	7582.8	3040.6	1691.1
1580.776	3.280	619.6	9410.1	549.9	251.3
1628.797	13.167	16282.7	8522.3	2154.6	1170.5
1650.815	2.233	173.2	5937.8	358.5	279.5
1657.810	3.859	681.5	8283.9	617.0	348.5
1694.730	3.351	369.1	5807.8	523.7	441.3
1707.794	6.454	2837.7	7336.0	999.0	675.7
1714.912	3.249	661.8	11854.3	500.7	215.2
1905.994	5.085	1559.0	8448.9	661.2	474.6
2097.004	2.512	368.4	4209.7	246.6	397.3
2132.976	2.876	549.9	4555.2	263.3	426.9
2147.192	23.812	23180.4	9674.5	2175.8	1584.8
2171.164	2.075	199.8	5584.2	184.1	232.4
2189.936	2.383	238.8	5049.1	207.2	293.9
2211.100	13.497	8825.8	9284.0	1144.6	902.0
2225.114	4.598	1420.6	9193.6	381.4	308.9
2233.073	8.151	5131.5	10590.2	673.6	473.0
2248.101	2.156	263.1	6855.1	173.3	188.0
2283.181	8.464	7332.7	11077.6	647.9	442.9
2305.156	2.647	306.0	9577.3	197.0	158.4
2423.127	2.547	283.9	8036.5	163.5	168.8
2497.261	2.386	190.2	5330.7	140.4	226.4
2918.277	2.584	295.4	4078.1	95.0	253.5
2932.591	24.727	14131.9	10413.7	904.3	972.0
2955.555	2.758	128.9	7494.8	98.2	146.4
3323.748	2.165	104.6	5898.5	54.6	127.5
3337.787	3.617	239.4	9672.3	90.6	131.0


