m/z	SN	QualityFactor	Resolution	intensity	area
1011.570	4.452	397.0	5661.6	746.0	258.0
1030.045	3.804	917.8	10822.6	640.5	125.2
1036.045	5.132	534.7	5703.4	863.3	307.7
1045.500	11.189	5971.8	8279.4	1897.6	480.8
1049.040	2.280	99.9	6034.9	386.5	131.8
1067.507	2.038	63.6	4422.5	345.3	172.9
1071.631	49.420	7037.5	2417.7	8363.0	7608.1
1113.557	2.851	586.6	1392.1	480.8	786.7
1127.483	2.177	129.5	2329.5	368.2	364.0
1179.580	3.762	807.3	8003.6	638.7	204.5
1198.676	7.458	4136.2	8464.3	1267.3	400.1
1225.141	15.754	12200.4	7185.6	2697.6	1015.4
1234.645	2.312	203.9	8117.1	392.2	132.6
1267.128	2.126	232.8	4980.0	359.0	204.6
1267.641	2.414	262.3	7280.6	411.3	160.2
1269.677	2.192	136.5	8941.8	370.5	118.2
1274.696	2.372	132.5	9226.2	401.4	127.4
1282.161	4.868	394.4	1370.1	807.9	1692.8
1288.613	2.292	300.8	6276.9	388.0	181.0
1292.650	2.586	331.0	9941.7	438.1	134.4
1296.678	25.988	45370.6	9216.7	4401.3	1462.1
1314.659	2.564	128.0	5607.3	430.1	232.0
1318.649	2.373	100.8	5606.5	397.3	212.4
1320.629	2.795	173.7	3873.4	467.9	364.7
1334.663	2.912	154.7	9808.2	491.6	163.4
1341.696	2.807	119.6	8741.7	467.1	172.3
1365.654	5.315	502.9	6575.6	881.2	433.1
1377.653	4.000	666.7	9752.4	664.8	234.3
1390.758	3.262	208.3	10621.3	539.5	173.5
1406.710	6.486	4031.1	11903.9	1090.5	331.7
1410.727	3.593	288.8	11251.3	591.2	184.7
1414.745	2.445	224.1	9563.4	401.2	143.0
1428.713	11.000	22853.4	10122.4	1805.6	646.1
1434.734	2.912	124.6	8071.8	478.4	218.6
1436.181	4.900	513.5	12099.6	822.1	248.3
1450.663	4.938	822.8	5841.0	806.9	500.3
1459.708	3.122	351.9	9295.1	507.9	203.5
1493.741	10.688	4494.1	10339.8	1716.7	665.0
1495.779	4.978	860.5	9785.0	812.4	327.4
1523.792	2.277	138.9	14176.5	369.3	103.6
1529.750	8.238	9106.0	10096.9	1315.9	527.8
1532.789	3.186	246.2	9622.6	504.3	211.5
1554.757	4.366	677.2	10499.8	686.0	268.8
1562.799	2.128	164.0	11302.5	335.8	128.2
1570.690	18.144	16472.2	9081.1	2841.8	1331.9
1580.772	3.865	751.5	14493.0	606.8	186.9
1628.803	6.126	1250.0	8679.4	936.1	495.6
1638.844	2.740	197.5	9122.3	413.5	215.7
1650.801	2.553	410.4	8488.0	386.1	213.6
1657.804	16.122	16994.4	9725.2	2430.7	1192.8
1672.823	3.961	878.3	11366.6	589.1	255.5
1687.968	7.175	5836.6	10672.6	1061.0	491.6
1707.778	44.347	26933.1	9430.6	6534.8	3472.4
1714.908	2.701	264.3	10009.2	392.0	200.0
1729.794	2.031	257.8	4410.8	292.3	337.2
1739.931	2.236	198.8	12265.3	322.5	137.6
1813.902	5.646	2899.3	12371.2	770.9	364.5
1905.994	9.610	8560.4	9394.3	1207.2	784.4
2010.086	2.141	160.4	14024.1	234.7	111.2
2096.975	15.473	23857.9	9817.7	1473.7	1036.9
2121.008	3.214	714.5	10403.2	295.1	196.0
2147.200	22.979	65747.0	12901.8	2023.2	1129.6
2170.175	2.884	177.6	10523.0	249.5	168.2
2211.092	22.983	15054.1	10337.2	1874.2	1333.8
2225.119	5.573	2687.5	10180.2	447.7	326.9
2233.079	15.316	24808.1	11928.5	1228.4	770.8
2248.102	3.652	625.2	10687.1	284.3	199.9
2277.102	2.223	112.1	10060.4	168.1	125.8
2283.169	4.242	309.1	7723.1	319.1	313.0
2305.144	3.664	611.2	9134.0	267.2	225.6
2352.024	2.919	193.4	7253.6	199.8	221.2
2383.945	8.536	2272.3	9966.9	565.5	457.2
2423.091	2.688	272.4	6230.1	170.0	225.2
2500.138	3.265	385.8	5962.2	188.4	276.7
2896.256	2.478	149.5	4782.6	90.0	201.4
2918.245	2.944	350.5	4958.9	104.6	232.3
2932.592	23.122	17234.2	11211.8	816.1	819.0
2948.601	3.556	246.7	13655.1	124.3	102.5
2955.585	2.597	136.1	7739.0	89.8	130.5
3323.770	2.519	147.9	8917.3	61.7	95.3
3337.799	4.071	295.8	10061.2	97.6	135.7


