m/z	SN	QualityFactor	Resolution	intensity	area
1011.593	5.529	5416.8	6430.0	1164.8	360.5
1028.490	2.455	848.2	4395.6	514.7	236.4
1045.507	10.085	9636.0	6768.8	2147.7	658.1
1095.536	2.266	940.7	6773.6	495.2	166.9
1105.542	4.583	3463.8	7136.4	1000.4	324.4
1143.612	3.581	2613.5	7407.6	788.5	264.9
1155.625	4.076	465.8	6385.8	898.0	348.4
1185.624	2.531	413.4	6159.5	562.7	235.7
1187.608	2.583	144.5	6672.4	574.7	218.3
1198.693	20.858	13189.4	8663.3	4687.7	1481.5
1203.610	4.566	1576.0	7436.7	1026.9	361.1
1220.634	2.236	84.7	8421.8	498.6	156.5
1228.639	2.831	148.3	9710.9	641.4	184.7
1235.630	2.674	419.5	7177.2	596.1	227.3
1240.654	4.038	1210.1	9563.5	901.3	266.6
1250.654	2.343	82.4	9007.1	522.8	163.9
1258.648	2.463	97.4	10111.1	549.4	157.6
1267.661	7.578	2838.1	9737.3	1714.5	529.4
1269.687	5.667	944.4	7763.0	1272.2	473.6
1274.687	3.681	1251.8	8264.6	834.5	298.2
1287.672	2.141	111.9	9395.3	483.1	154.6
1296.678	26.822	19804.7	8498.2	6001.1	2163.2
1303.635	3.606	919.9	7308.5	803.0	330.0
1313.639	2.983	354.2	5095.1	664.0	393.4
1315.686	2.131	101.4	10176.1	483.4	144.3
1320.677	2.494	240.2	8240.9	558.8	205.5
1325.729	4.289	670.6	8642.5	968.1	354.7
1334.675	4.754	1533.9	8522.4	1054.0	396.6
1336.741	2.472	74.3	7825.2	551.0	215.8
1341.690	5.324	1768.9	9222.6	1187.4	416.5
1347.691	2.104	129.4	6420.6	470.0	229.7
1377.650	5.759	3655.9	7233.6	1280.3	596.1
1383.724	3.761	480.6	6480.2	836.8	425.1
1385.725	2.170	144.5	8578.3	483.0	186.1
1390.756	6.181	2872.8	9942.4	1375.3	483.6
1395.709	2.432	203.7	7340.8	542.1	248.8
1399.694	3.103	294.7	4643.8	689.9	501.3
1406.705	5.345	1405.3	10521.1	1215.5	405.6
1410.710	2.151	108.8	7401.6	480.2	221.1
1414.723	4.549	1344.3	8573.1	1013.7	404.6
1418.739	2.438	126.8	11293.9	542.6	171.9
1428.711	27.134	32689.9	8522.2	6036.0	2535.1
1443.738	2.175	133.3	7853.3	484.8	221.5
1459.704	10.171	7900.0	8182.9	2270.3	1036.1
1465.712	4.398	1404.2	7928.5	985.1	461.0
1477.753	3.634	492.0	7453.6	808.1	404.5
1494.734	18.988	8125.9	7573.3	4252.1	2176.6
1496.795	4.846	861.4	9228.2	1080.6	448.4
1501.759	5.686	2244.9	7202.1	1262.5	680.1
1510.727	4.885	3703.5	8158.5	1086.8	526.5
1523.774	3.174	394.3	10999.9	704.6	262.6
1529.738	11.641	13570.2	8492.6	2594.7	1231.5
1533.743	2.074	161.3	5058.9	458.8	363.0
1546.806	3.238	240.2	11551.5	731.5	262.7
1552.699	7.075	2037.0	5892.6	1569.0	1096.1
1554.756	2.558	268.0	4702.0	563.6	489.0
1556.813	2.236	492.7	10387.5	500.4	196.4
1562.802	4.347	1671.2	9935.8	970.3	407.2
1570.691	15.695	11415.7	7353.6	3452.0	1982.0
1580.775	4.581	2438.8	9207.6	1005.7	474.0
1585.798	3.207	292.3	5256.6	704.2	574.5
1609.787	2.064	115.1	5208.2	450.1	379.9
1612.893	2.312	94.6	4263.2	502.7	516.6
1628.797	13.980	13079.9	8129.8	3035.7	1721.7
1650.820	5.733	2303.0	9141.2	1234.6	637.1
1655.833	2.533	165.1	4307.1	539.8	578.2
1694.765	2.149	195.7	2777.0	449.6	788.2
1706.833	2.696	193.8	4819.2	559.8	568.6
1714.912	3.402	621.7	12139.8	710.0	298.4
1720.890	3.058	556.7	8899.9	635.0	359.3
